0,0.0,130.0,0.0,7.0,0.0,0.0,0.0,307.0,0.0,135.0,135.0,135.0,135.0,214.0,125.0,139.0,135.0,135.0,135.0,135.0,135.0,135.0,130.0,130.0,130.0,130.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,313.0,313.0,313.0,207.0,207.0,207.0,207.0,207.0,177.0,177.0,177.0,7.0,7.0,7.0,132.0,132.0,132.0,132.0,97.0,207.0,207.0,44.0,6.0,44.0,44.0,44.0,6.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,310.0,310.0,272.0,62.0
1,0.0,130.0,0.0,7.0,0.0,0.0,0.0,307.0,0.0,135.0,135.0,67.0,135.0,138.0,125.0,135.0,135.0,135.0,135.0,135.0,29.0,135.0,130.0,130.0,130.0,130.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,313.0,313.0,313.0,207.0,207.0,207.0,207.0,207.0,177.0,177.0,177.0,7.0,30.0,7.0,132.0,132.0,3.0,172.0,207.0,207.0,207.0,44.0,6.0,44.0,44.0,44.0,44.0,44.0,10.0,5.0,44.0,7.0,44.0,44.0,310.0,166.0,272.0,62.0
2,0.0,130.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,67.0,135.0,135.0,125.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,130.0,130.0,130.0,130.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,313.0,349.0,313.0,207.0,207.0,207.0,207.0,207.0,177.0,177.0,177.0,7.0,7.0,7.0,132.0,132.0,132.0,132.0,207.0,207.0,210.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,310.0,310.0,272.0,62.0
3,0.0,130.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,67.0,135.0,135.0,125.0,135.0,135.0,246.0,135.0,135.0,135.0,135.0,130.0,130.0,130.0,130.0,166.0,6.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,313.0,313.0,313.0,207.0,207.0,207.0,207.0,207.0,177.0,177.0,145.0,7.0,7.0,7.0,132.0,132.0,132.0,133.0,207.0,207.0,207.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,310.0,310.0,272.0,62.0
4,0.0,130.0,0.0,7.0,0.0,384.0,0.0,0.0,0.0,135.0,135.0,67.0,135.0,135.0,125.0,135.0,135.0,246.0,135.0,173.0,135.0,135.0,130.0,130.0,130.0,130.0,132.0,6.0,166.0,133.0,166.0,166.0,166.0,166.0,166.0,313.0,313.0,313.0,0.0,207.0,207.0,207.0,207.0,177.0,177.0,177.0,7.0,7.0,7.0,132.0,132.0,132.0,132.0,207.0,207.0,207.0,44.0,44.0,44.0,44.0,44.0,44.0,10.0,44.0,44.0,44.0,44.0,44.0,44.0,310.0,310.0,272.0,62.0
5,0.0,130.0,0.0,7.0,0.0,384.0,0.0,0.0,0.0,135.0,135.0,67.0,135.0,135.0,125.0,135.0,135.0,246.0,135.0,135.0,135.0,135.0,130.0,130.0,130.0,130.0,166.0,6.0,166.0,166.0,166.0,166.0,166.0,128.0,130.0,313.0,313.0,313.0,207.0,207.0,207.0,207.0,207.0,177.0,177.0,177.0,7.0,7.0,40.0,132.0,132.0,132.0,132.0,207.0,207.0,207.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,310.0,310.0,310.0,62.0
6,0.0,130.0,0.0,7.0,0.0,384.0,0.0,0.0,0.0,135.0,135.0,67.0,135.0,135.0,125.0,135.0,135.0,246.0,135.0,135.0,135.0,135.0,130.0,130.0,130.0,130.0,166.0,6.0,167.0,166.0,166.0,166.0,166.0,166.0,166.0,347.0,313.0,313.0,207.0,280.0,207.0,207.0,207.0,177.0,177.0,211.0,7.0,7.0,7.0,168.0,132.0,132.0,132.0,207.0,207.0,207.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,310.0,310.0,310.0,62.0
7,0.0,130.0,0.0,7.0,0.0,384.0,0.0,0.0,0.0,145.0,135.0,67.0,135.0,135.0,135.0,135.0,135.0,246.0,135.0,135.0,135.0,135.0,130.0,60.0,130.0,130.0,166.0,6.0,167.0,166.0,166.0,166.0,166.0,166.0,129.0,313.0,313.0,313.0,207.0,280.0,244.0,207.0,207.0,177.0,143.0,177.0,7.0,7.0,182.0,132.0,132.0,132.0,132.0,207.0,207.0,207.0,10.0,11.0,44.0,44.0,44.0,44.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,310.0,310.0,310.0,62.0
8,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,145.0,135.0,67.0,135.0,135.0,135.0,135.0,135.0,246.0,135.0,135.0,135.0,135.0,130.0,130.0,130.0,130.0,166.0,6.0,167.0,166.0,166.0,166.0,166.0,166.0,166.0,313.0,313.0,313.0,207.0,280.0,207.0,207.0,245.0,177.0,177.0,177.0,7.0,7.0,7.0,132.0,132.0,132.0,132.0,207.0,207.0,207.0,10.0,11.0,44.0,168.0,44.0,44.0,44.0,44.0,7.0,44.0,44.0,8.0,44.0,310.0,310.0,310.0,0.0
9,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,145.0,135.0,67.0,135.0,135.0,135.0,135.0,135.0,246.0,135.0,135.0,135.0,135.0,130.0,130.0,130.0,130.0,197.0,6.0,167.0,166.0,166.0,166.0,166.0,166.0,96.0,313.0,313.0,313.0,207.0,280.0,207.0,207.0,174.0,177.0,177.0,177.0,7.0,7.0,7.0,132.0,132.0,169.0,132.0,207.0,207.0,207.0,10.0,11.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,310.0,310.0,310.0,62.0
