,0,1
540,0.0,
541,0.0,
542,0.0,
543,0.0,
544,0.0,
545,0.0,
546,0.0,
547,0.0,
548,0.0,
549,0.0,
550,0.0,
551,0.0,
552,0.0,
553,0.0,
554,0.0,
555,0.0,
556,0.0,
557,0.0,
558,0.0,
559,0.0,
560,0.0,
561,0.0,
562,0.0,
563,0.0,
564,0.0,
565,0.0,
566,0.0,
567,0.0,
568,0.0,
569,0.0,
570,0.0,
571,0.0,
572,0.0,
573,0.0,
574,0.0,
575,0.0,
576,0.0,
577,0.0,
578,0.0,
579,0.0,
580,0.0,
581,0.0,
582,0.0,
583,0.0,
584,0.0,
585,0.0,
586,0.0,
587,0.0,
588,0.0,
589,0.0,
590,0.0,
591,0.0,
592,0.0,
593,0.0,
594,0.0,
595,0.0,
596,0.0,
597,0.0,
598,0.0,
599,0.0,
600,0.0,
601,0.0,
602,0.0,
603,0.0,
604,0.0,
605,0.0,
606,0.0,
607,0.0,
608,0.0,
609,0.0,
610,0.0,
611,0.0,
612,0.0,
613,0.0,
614,0.0,
615,0.0,
616,0.0,
617,0.0,
618,0.0,
619,0.0,
620,0.0,
621,0.0,
622,0.0,
623,0.0,
624,0.0,
625,0.0,
626,0.0,
627,0.0,
628,0.0,
629,0.0,
630,0.0,
631,0.0,
632,0.0,
633,0.0,
634,0.0,
635,0.0,
636,0.0,
637,0.0,
638,0.0,
639,0.0,
640,0.0,
641,0.0,
642,0.0,
643,0.0,
644,0.0,
645,0.0,
646,0.0,
647,0.0,
648,0.0,
649,0.0,
650,0.0,
651,0.0,
652,0.0,
653,0.0,
654,0.0,
655,0.0,
656,0.0,
657,0.0,
658,0.0,
659,0.0,
660,2170831789.0,
661,2564744395.0,
662,2564744395.0,
663,2564744395.0,
664,2564744395.0,
665,2564744395.0,
666,2564744395.0,
667,2564744395.0,
668,2564744395.0,
669,2564744395.0,
670,2564744395.0,
671,2564744395.0,
672,2564744395.0,
673,2564744395.0,
674,2564744395.0,
675,2564744395.0,
676,2564744395.0,
677,2564744395.0,
678,2564744395.0,
679,2564744395.0,
680,2564744395.0,
681,2564744395.0,
682,2564744283.0,
683,2564744395.0,
684,2564744395.0,
685,0.0,
686,0.0,
687,0.0,
688,0.0,
689,0.0,
690,0.0,
691,0.0,
692,0.0,
693,0.0,
694,2564744395.0,
695,2564744395.0,
696,2564744395.0,
697,2564744395.0,
698,2564744395.0,
699,2564744395.0,
700,2564744395.0,
701,2564744395.0,
702,2564744395.0,
703,2564744395.0,
704,2564744395.0,
705,2564744395.0,
706,2564744395.0,
707,2564744395.0,
708,2564744395.0,
709,2564744395.0,
710,2564744395.0,
711,2564744395.0,
712,2564744395.0,
713,2564744395.0,
714,2564744395.0,
715,2564744395.0,
716,2564744395.0,
717,2564744395.0,
718,2564744395.0,
719,2564744395.0,
720,2564744395.0,
721,2564744395.0,
722,2564744395.0,
723,2564744395.0,
724,0.0,
725,2564744395.0,
726,2564744395.0,
727,2564744395.0,
728,0.0,
729,2564744395.0,
730,2564744395.0,
731,2564744395.0,
732,2564744395.0,
733,2564744395.0,
734,2564744395.0,
735,2564744395.0,
736,2564744395.0,
737,2564744395.0,
738,2564744395.0,
739,2564744395.0,
740,2564744395.0,
741,2564744395.0,
742,2564744395.0,
743,2564744395.0,
744,0.0,
745,2564744395.0,
746,2564744395.0,
747,2866734283.0,
748,0.0,
749,2564744395.0,
750,2564744395.0,
751,2564744395.0,
752,2564744395.0,
753,0.0,
754,2564744395.0,
755,2564744395.0,
756,2564744395.0,
757,0.0,
758,2564744395.0,
759,2564744395.0,
760,2564744395.0,
761,2564744395.0,
762,2564744395.0,
763,2564744395.0,
764,2564744395.0,
765,2564744395.0,
766,0.0,
767,0.0,
768,2564744395.0,
769,2564744395.0,
770,2564744395.0,
771,2564744395.0,
772,2564744395.0,
773,2564739275.0,
774,2564744395.0,
775,2564744395.0,
776,2564744395.0,
777,2564744395.0,
778,2564744395.0,
779,2564744395.0,
780,2564744395.0,
781,2564744395.0,
782,2564744395.0,
783,2564744395.0,
784,2564744395.0,
785,2564744395.0,
786,2564744395.0,
787,2564744395.0,
788,2564744395.0,
789,2564744395.0,
790,2564744395.0,
791,2564744395.0,
792,2564744395.0,
793,2564744395.0,
794,2564744395.0,
795,2564744395.0,
796,2564744395.0,
797,2564744395.0,
798,2564744395.0,
799,2396972235.0,
800,2564744395.0,
801,2564744395.0,
802,2564744395.0,
803,2564744395.0,
804,2564744395.0,
805,2564744395.0,
806,2564744395.0,
807,2564744395.0,
808,2564744395.0,
809,2564744395.0,
810,2564744395.0,
811,2564744395.0,
812,2564744395.0,
813,2564744395.0,
814,2564744395.0,
815,2564744395.0,
816,2564744395.0,
817,2564744395.0,
818,2564744395.0,
819,2564744395.0,
820,2564744395.0,
821,2564744395.0,
822,2564744395.0,
823,2564744395.0,
824,2564744395.0,
825,2564744395.0,
826,2564744395.0,
827,2564744395.0,
828,2564744395.0,
829,189643.0,
830,2564744395.0,
831,2564744395.0,
832,2564744395.0,
833,2564744395.0,
834,0.0,
835,2564744395.0,
836,2564744395.0,
837,2564744395.0,
838,2564744395.0,
839,2564744395.0,
840,2564744395.0,
841,2564744395.0,
842,2564744395.0,
843,2564744395.0,
844,2564744395.0,
845,2564744395.0,
846,2564744395.0,
847,2564744395.0,
848,2564744395.0,
849,2564744395.0,
850,2564744395.0,
851,2564744395.0,
852,2564744395.0,
853,2564744395.0,
854,2564744395.0,
855,2564744395.0,
856,2564744395.0,
857,2564744395.0,
858,2564744395.0,
859,2564744395.0,
860,0.0,
861,2564744395.0,
862,2564744395.0,
863,2564744395.0,
864,2564744395.0,
865,2564744395.0,
866,2564744395.0,
867,2564744395.0,
868,2564744395.0,
869,2564744395.0,
870,2564744395.0,
871,2564744395.0,
872,2564744395.0,
873,2564744395.0,
874,2564744395.0,
875,0.0,
876,2564744395.0,
877,2564744395.0,
878,2564744395.0,
879,2564744395.0,
880,2564744395.0,
881,2564744395.0,
882,2564744395.0,
883,2564744395.0,
884,2564744395.0,
885,2564744395.0,
886,2564744395.0,
887,2564744395.0,
888,2564744395.0,
889,2564744395.0,
890,2564744395.0,
891,2564744395.0,
892,2564744395.0,
893,2564759243.0,
894,2564744395.0,
895,2564744395.0,
896,2564744395.0,
897,0.0,
898,2564744395.0,
899,2564744395.0,
900,2564744395.0,
901,2564744395.0,
902,2550136835.0,
903,2550136835.0,
904,2550136835.0,
905,2550136835.0,
906,2550136835.0,
907,2550136835.0,
908,2550136835.0,
909,2550136835.0,
910,2550136835.0,
911,2564744395.0,
912,2564744395.0,
913,2564744395.0,
914,2564744395.0,
915,2564744395.0,
916,2564744395.0,
917,2564744395.0,
918,2564744395.0,
919,2564744395.0,
920,2564744395.0,
921,2564744395.0,
922,2564744395.0,
923,2598298827.0,
924,2564744395.0,
925,2564744395.0,
926,2564744395.0,
927,2564744395.0,
928,2564744395.0,
929,2564744395.0,
930,2564744395.0,
931,2564744395.0,
932,33.0,
933,33.0,
934,33.0,
935,33.0,
936,33.0,
937,33.0,
938,33.0,
939,33.0,
940,33.0,
941,3201754315.0,
942,2564744395.0,
943,2564744395.0,
944,2564744395.0,
945,2564744395.0,
946,2564744395.0,
947,2564744395.0,
948,4261471435.0,
949,4261471435.0,
950,4261471435.0,
951,4261471435.0,
952,4261471435.0,
953,4261471435.0,
954,4261471435.0,
955,4261471435.0,
956,4261471435.0,
957,4261471435.0,
958,4261471435.0,
959,4261471435.0,
960,4261471435.0,
961,4261471435.0,
962,4261471435.0,
963,4261471435.0,
964,4261471435.0,
965,4261471435.0,
966,4261471435.0,
967,4261471435.0,
968,4261471435.0,
969,4261471435.0,
970,4261471435.0,
971,4261471435.0,
972,4261471435.0,
973,4261471435.0,
974,4261471435.0,
975,4261471435.0,
976,4261471435.0,
977,4261471435.0,
978,4261471435.0,
979,4261471435.0,
980,4261471435.0,
981,4261471435.0,
982,4261471435.0,
983,4261471435.0,
984,4261471435.0,
985,4261471435.0,
986,4261471435.0,
987,4261471435.0,
988,4261471435.0,
989,2564744395.0,
990,2564744395.0,
991,2564744395.0,
992,2564744395.0,
993,2564744395.0,
994,2564744395.0,
995,2564744395.0,
996,2564744395.0,
997,2564744395.0,
998,0.0,
999,2564744395.0,
1000,2564744395.0,
1001,2564744395.0,
1002,2564744395.0,
1003,2564744395.0,
1004,2564744395.0,
1005,2564744395.0,
1006,2564744395.0,
1007,2564744395.0,
1008,2564744395.0,
1009,2564744395.0,
1010,2564744395.0,
1011,2564744395.0,
1012,2564744395.0,
1013,2564744395.0,
1014,2564744395.0,
1015,2564744395.0,
1016,2564744395.0,
1017,2564744395.0,
1018,2564744395.0,
1019,2564744395.0,
1020,2564744395.0,
1021,2564744395.0,
1022,2564744395.0,
1023,2564744395.0,
1024,2564744395.0,
1025,2564744395.0,
1026,2564744395.0,
1027,2564744395.0,
1028,2564744395.0,
1029,0.0,
1030,2564744395.0,
1031,2564744395.0,
1032,2564744395.0,
1033,2564744395.0,
1034,2564744395.0,
1035,2564744395.0,
1036,2564744395.0,
1037,2564744395.0,
1038,2564744395.0,
1039,2564744651.0,
1040,2564744395.0,
1041,2564744395.0,
1042,2564744395.0,
1043,2564744395.0,
1044,2564744395.0,
1045,2564744395.0,
1046,2564744395.0,
1047,2564744395.0,
1048,2564744395.0,
1049,2564744395.0,
1050,2564744395.0,
1051,2564744395.0,
1052,2564744395.0,
1053,2564744395.0,
1054,2564744395.0,
1055,2564744395.0,
1056,2564744395.0,
1057,2564744395.0,
1058,2564744395.0,
1059,2564744395.0,
1060,2564744395.0,
1061,2564744395.0,
1062,2564744395.0,
1063,0.0,
1064,2564744395.0,
1065,2564744395.0,
1066,2564744395.0,
1067,2564744395.0,
1068,0.0,
1069,2564744395.0,
1070,2564744395.0,
1071,2564744395.0,
1072,2564744395.0,
1073,2564744395.0,
1074,2564744395.0,
1075,2564813825.0,
1076,2564744395.0,
1077,2564744395.0,
1078,2564744395.0,
1079,2564744395.0,
1080,0.0,
1081,2564744395.0,
1082,2564744395.0,
1083,2564744395.0,
1084,2564744395.0,
1085,2564744395.0,
1086,2564744395.0,
1087,2564744395.0,
1088,2564744395.0,
1089,2564744395.0,
1090,2564744395.0,
1091,2564744395.0,
1092,2564744395.0,
1093,2564744395.0,
1094,2564744395.0,
1095,2564744395.0,
1096,2564744395.0,
1097,2564744395.0,
1098,2564744395.0,
1099,2564744395.0,
1100,2564744395.0,
1101,2564744395.0,
1102,2564744395.0,
1103,2564744395.0,
1104,2564744395.0,
1105,2564744395.0,
1106,2564744395.0,
1107,2564744395.0,
1108,2564744395.0,
1109,2564744395.0,
1110,2564744395.0,
1111,2564744395.0,
1112,2564744395.0,
1113,2564744395.0,
1114,0.0,
1115,2564744395.0,
1116,2564744395.0,
1117,2564744395.0,
1118,2564744395.0,
1119,2564744395.0,
1120,2564744395.0,
1121,0.0,
1122,2564744395.0,
1123,2564744395.0,
1124,2564744395.0,
1125,2564744395.0,
1126,2564744395.0,
1127,2564744395.0,
1128,2564744395.0,
1129,2564744395.0,
1130,2564744395.0,
1131,2564744395.0,
1132,2564744395.0,
1133,2564744395.0,
1134,2564744395.0,
1135,2564744395.0,
1136,2564744395.0,
1137,2564744395.0,
1138,2564744395.0,
1139,2564744395.0,
1140,2564744395.0,
1141,2564744395.0,
1142,2564744395.0,
1143,2564744395.0,
1144,2564744395.0,
1145,0.0,
1146,2564744395.0,
1147,2564744395.0,
1148,2564744395.0,
1149,2564744395.0,
1150,2564744395.0,
1151,2564744395.0,
1152,2564744395.0,
1153,2564744395.0,
1154,2564744395.0,
1155,2564744395.0,
1156,2564744395.0,
1157,2564744395.0,
1158,2564744395.0,
1159,2564744395.0,
1160,2564744395.0,
1161,2564744395.0,
1162,2564744395.0,
1163,0.0,
1164,2564744395.0,
1165,2564744395.0,
1166,2564744395.0,
1167,2564744395.0,
1168,2564744395.0,
1169,2564744395.0,
1170,2564744395.0,
1171,2564744395.0,
1172,2564744395.0,
1173,2564744395.0,
1174,2564744395.0,
1175,2564744395.0,
1176,2564744395.0,
1177,2564744395.0,
1178,2564744395.0,
1179,2564744395.0,
1180,2564744395.0,
1181,2564744395.0,
1182,2564744395.0,
1183,2564744395.0,
1184,2564744395.0,
1185,2564744395.0,
1186,2564744395.0,
1187,2564744395.0,
1188,2564744395.0,
1189,2564744395.0,
1190,2564744395.0,
1191,2564744395.0,
1192,2564744395.0,
1193,2564744395.0,
1194,2564744395.0,
1195,2564744395.0,
1196,2564744395.0,
1197,2564744395.0,
1198,2564744395.0,
1199,2564744395.0,
1200,2564744395.0,
1201,2564744395.0,
1202,2564744395.0,
1203,2564744395.0,
1204,2564744395.0,
1205,2564744395.0,
1206,2564744395.0,
1207,2564744395.0,
1208,2564744395.0,
1209,2564744395.0,
1210,2564744395.0,
1211,2564744395.0,
1212,2564482251.0,
1213,2564744395.0,
1214,2564744395.0,
1215,2564744395.0,
1216,2564744395.0,
1217,2564744395.0,
1218,0.0,
1219,2564744651.0,
1220,2564744395.0,
1221,2564744395.0,
1222,2564744395.0,
1223,2564744395.0,
1224,2564744395.0,
1225,2564744395.0,
1226,2564744395.0,
1227,2564744395.0,
1228,2564744395.0,
1229,2564744395.0,
1230,2564744395.0,
1231,2564744395.0,
1232,2564744395.0,
1233,2564744395.0,
1234,2564744395.0,
1235,2564744395.0,
1236,2564744395.0,
1237,2554258635.0,
1238,2564744395.0,
1239,2564744395.0,
1240,2564744395.0,
1241,2564744395.0,
1242,2564744395.0,
1243,2564744395.0,
1244,2564748491.0,
