0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,332.0,346.0,300.0,303.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,65.0,0.0,0.0,0.0,310.0,39.0,345.0,310.0,106.0,109.0,104.0,146.0,109.0,109.0,109.0,109.0,110.0,109.0,109.0,109.0,113.0,113.0,68.0,182.0,113.0,171.0,171.0,171.0,175.0,96.0,96.0,96.0,0.0,0.0,10.0,235.0,169.0,235.0,132.0,132.0,45.0,45.0,45.0
1,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,65.0,0.0,0.0,0.0,346.0,39.0,345.0,310.0,106.0,109.0,109.0,146.0,109.0,109.0,109.0,109.0,110.0,112.0,181.0,109.0,113.0,113.0,113.0,113.0,113.0,171.0,171.0,171.0,175.0,96.0,96.0,96.0,0.0,0.0,0.0,235.0,235.0,235.0,132.0,132.0,45.0,45.0,45.0
2,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,313.0,0.0,169.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,337.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,348.0,310.0,345.0,310.0,106.0,109.0,109.0,146.0,109.0,109.0,144.0,109.0,109.0,109.0,109.0,109.0,113.0,113.0,113.0,113.0,113.0,171.0,171.0,171.0,175.0,96.0,96.0,96.0,0.0,0.0,0.0,235.0,235.0,235.0,132.0,132.0,45.0,45.0,45.0
3,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,313.0,0.0,169.0,300.0,300.0,300.0,300.0,300.0,300.0,273.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,310.0,273.0,345.0,310.0,106.0,109.0,109.0,146.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,113.0,113.0,113.0,113.0,113.0,171.0,171.0,171.0,175.0,96.0,96.0,96.0,0.0,0.0,0.0,235.0,235.0,235.0,132.0,132.0,45.0,45.0,45.0
4,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,313.0,0.0,169.0,300.0,300.0,300.0,300.0,300.0,300.0,266.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,273.0,310.0,345.0,310.0,106.0,109.0,109.0,146.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,113.0,113.0,113.0,113.0,113.0,171.0,171.0,171.0,175.0,96.0,96.0,96.0,0.0,0.0,301.0,235.0,235.0,235.0,132.0,132.0,45.0,45.0,45.0
5,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,313.0,0.0,169.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,310.0,310.0,345.0,310.0,106.0,109.0,109.0,146.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,113.0,113.0,113.0,113.0,145.0,171.0,171.0,171.0,175.0,96.0,96.0,96.0,0.0,0.0,235.0,235.0,235.0,235.0,132.0,132.0,45.0,45.0,45.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,169.0,300.0,300.0,300.0,120.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,310.0,310.0,345.0,310.0,106.0,143.0,109.0,146.0,109.0,109.0,109.0,109.0,109.0,109.0,112.0,109.0,113.0,113.0,113.0,113.0,113.0,171.0,171.0,171.0,171.0,96.0,96.0,96.0,0.0,0.0,235.0,235.0,235.0,235.0,132.0,132.0,37.0,45.0,45.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,313.0,0.0,169.0,300.0,300.0,303.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,301.0,300.0,0.0,0.0,0.0,0.0,310.0,310.0,345.0,310.0,109.0,109.0,109.0,146.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,145.0,113.0,113.0,113.0,113.0,113.0,171.0,171.0,171.0,171.0,96.0,96.0,96.0,0.0,0.0,235.0,235.0,235.0,235.0,132.0,132.0,45.0,45.0,45.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,169.0,300.0,262.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,265.0,340.0,300.0,0.0,0.0,0.0,0.0,310.0,310.0,345.0,310.0,109.0,109.0,145.0,109.0,109.0,109.0,109.0,109.0,109.0,110.0,109.0,109.0,113.0,113.0,113.0,76.0,113.0,171.0,171.0,171.0,171.0,96.0,96.0,96.0,0.0,0.0,235.0,235.0,197.0,235.0,132.0,132.0,45.0,45.0,45.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,169.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,310.0,310.0,345.0,310.0,109.0,73.0,109.0,109.0,109.0,109.0,34.0,72.0,109.0,109.0,109.0,109.0,113.0,113.0,113.0,75.0,113.0,171.0,171.0,171.0,171.0,96.0,96.0,96.0,0.0,0.0,235.0,235.0,36.0,235.0,168.0,132.0,45.0,57.0,45.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,169.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,310.0,310.0,345.0,310.0,109.0,73.0,109.0,109.0,109.0,109.0,34.0,109.0,109.0,109.0,109.0,106.0,113.0,113.0,113.0,113.0,113.0,171.0,171.0,171.0,171.0,96.0,96.0,96.0,0.0,0.0,235.0,235.0,235.0,235.0,132.0,132.0,45.0,45.0,45.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,169.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,302.0,300.0,0.0,0.0,0.0,0.0,310.0,100.0,345.0,347.0,109.0,73.0,109.0,109.0,109.0,109.0,34.0,109.0,109.0,109.0,109.0,109.0,113.0,113.0,113.0,113.0,113.0,171.0,241.0,171.0,171.0,96.0,96.0,96.0,0.0,0.0,235.0,235.0,235.0,235.0,132.0,132.0,45.0,45.0,96.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,169.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,310.0,272.0,345.0,310.0,109.0,73.0,109.0,109.0,109.0,109.0,34.0,109.0,109.0,109.0,109.0,109.0,113.0,113.0,113.0,113.0,26.0,171.0,171.0,171.0,171.0,96.0,96.0,96.0,0.0,0.0,235.0,235.0,235.0,273.0,132.0,132.0,45.0,45.0,45.0
