0.0,686
91.0,41
0.0,2585
2.0,9
0.0,749
91.0,8
0.0,1
91.0,2
20.0,9
91.0,1
0.0,1
91.0,4
56.0,9
91.0,13
9.0,9
91.0,5
0.0,1
91.0,10
0.0,1
91.0,1
0.0,2
91.0,1
0.0,1
23.0,9
91.0,3
168.0,9
91.0,3
35.0,1
0.0,1
91.0,6
98.0,1
91.0,5
85.0,1
91.0,3
61.0,1
91.0,8
0.0,1
91.0,3
0.0,1
91.0,5
14.0,1
91.0,4
0.0,1
91.0,4
20.0,1
91.0,4
35.0,1
91.0,1
0.0,1
91.0,3
7.0,1
91.0,3
0.0,1
91.0,3
0.0,1
91.0,7
0.0,1
91.0,3
98.0,1
0.0,1
91.0,3
0.0,1
91.0,3
0.0,1
91.0,2
0.0,1
91.0,8
0.0,1
91.0,16
63.0,41
91.0,2
0.0,1
91.0,1
42.0,1
91.0,25
0.0,1
91.0,4
4.0,9
91.0,18
0.0,1
91.0,2
42.0,1
91.0,6
0.0,1
50.0,1
91.0,1
0.0,1
91.0,3
0.0,1
91.0,5
0.0,1
91.0,2
70.0,1
91.0,3
0.0,1
91.0,1
0.0,1
91.0,17
72.0,41
91.0,8
0.0,1
91.0,6
0.0,1
91.0,5
63.0,1
53.0,1
91.0,4
15.0,9
0.0,1
67.0,9
91.0,2
0.0,1
12.0,1
0.0,1
91.0,2
0.0,1
91.0,5
0.0,1
91.0,15
0.0,1
91.0,19
0.0,1
91.0,4
42.0,1
91.0,1
63.0,1
91.0,2
0.0,1
91.0,4
0.0,1
91.0,2
0.0,1
91.0,12
0.0,1
91.0,14
56.0,1
91.0,9
0.0,1
91.0,1
0.0,1
91.0,1
0.0,1
91.0,3
63.0,1
119.0,1
91.0,2
0.0,1
91.0,4
0.0,1
91.0,8
43.0,9
91.0,14
0.0,2
91.0,2
0.0,1
91.0,9
0.0,1
91.0,4
12.0,1
91.0,3
0.0,1
91.0,5
0.0,1
91.0,8
0.0,1
91.0,5
0.0,1
91.0,8
98.0,1
91.0,7
5.0,1
91.0,4
0.0,1
91.0,8
21.0,1
14.0,1
91.0,1
79.0,1
0.0,1
91.0,7
0.0,2
91.0,1
7.0,1
0.0,1
91.0,2
98.0,1
91.0,8
67.0,9
91.0,17
0.0,1
91.0,2
0.0,1
91.0,1
0.0,1
91.0,15
0.0,1
91.0,3
0.0,1
91.0,9
0.0,1
91.0,2
70.0,1
98.0,1
91.0,1
0.0,2
91.0,1
63.0,1
84.0,9
91.0,17
21.0,1
91.0,18
0.0,1
91.0,7
12.0,1
91.0,9
66.0,1
91.0,3
54.0,1
12.0,9
91.0,9
0.0,1
91.0,18
28.0,1
56.0,9
91.0,14
0.0,1
91.0,1
0.0,1
91.0,3
0.0,2
91.0,9
7.0,1
91.0,8
0.0,1
91.0,3
0.0,1
91.0,1
0.0,1
91.0,1
26.0,1
91.0,1
0.0,1
91.0,9
103.0,9
91.0,1
0.0,2
91.0,13
42.0,1
0.0,1
46.0,9
91.0,1
0.0,1
91.0,1
0.0,1
91.0,24
0.0,1
91.0,4
0.0,1
91.0,3
0.0,1
91.0,1
35.0,1
91.0,1
0.0,1
91.0,6
6.0,1
91.0,3
84.0,1
9.0,1
91.0,1
0.0,1
91.0,2
0.0,1
91.0,6
0.0,2
91.0,3
0.0,2
91.0,2
0.0,1
91.0,18
43.0,1
91.0,1
0.0,1
91.0,1
0.0,1
91.0,9
0.0,1
91.0,1
6.0,1
91.0,2
97.0,1
91.0,1
0.0,1
91.0,2
0.0,1
91.0,2
63.0,1
91.0,8
0.0,1
91.0,1
0.0,1
91.0,2
0.0,1
91.0,6
0.0,1
91.0,15
0.0,1
91.0,2
0.0,2
84.0,1
91.0,1
0.0,1
91.0,12
0.0,2
91.0,1
0.0,1
91.0,2
18.0,1
0.0,2
91.0,1
0.0,1
91.0,4
0.0,1
91.0,9
0.0,1
91.0,11
0.0,2
91.0,13
63.0,1
91.0,1
0.0,1
91.0,1
0.0,1
67.0,1
0.0,416
2.0,9
0.0,436
6.0,1
0.0,256
12.0,1
0.0,44
1.0,9
0.0,14
16.0,1
35.0,1
0.0,41
6.0,1
35.0,1
0.0,47
5.0,1
0.0,254
9.0,1
0.0,57
1.0,9
0.0,46
3.0,1
0.0,43
37.0,9
0.0,176
1.0,1
0.0,248
7.0,1
0.0,176
6.0,1
0.0,2
1.0,1
0.0,26
2.0,1
5.0,1
2.0,7
0.0,1
18.0,1
2.0,12
0.0,1
2.0,10
0.0,1
2.0,5
3.0,1
2.0,7
0.0,1
2.0,1
3.0,1
0.0,1
2.0,1
0.0,1
2.0,2
0.0,1
2.0,3
6.0,1
2.0,1
0.0,2
2.0,4
7.0,1
2.0,9
5.0,1
2.0,5
0.0,1
2.0,3
0.0,1
2.0,1
3.0,1
0.0,1
2.0,1
0.0,5
7.0,1
0.0,3
2.0,2
0.0,1
2.0,3
0.0,1
2.0,8
0.0,1
2.0,3
1.0,1
2.0,1
0.0,1
2.0,5
0.0,4
13.0,1
0.0,5
2.0,7
0.0,1
2.0,5
0.0,1
2.0,1
0.0,1
8.0,1
2.0,3
15.0,1
2.0,7
0.0,1
2.0,13
0.0,1
