,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,24.0,0.0,275.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,168.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,268.0,0.0,240.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,180.0,0.0,176.0,0.0,274.0,0.0,274.0,0.0,274.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,241.0,0.0,5.0,0.0,144.0,0.0,108.0,0.0,250.0,0.0,34.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,74.0,0.0,46.0,0.0,48.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,285.0,0.0,6.0,0.0,237.0,0.0,237.0,0.0,213.0,0.0,213.0,0.0,148.0,0.0,69.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,24.0,0.0,275.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,168.0,0.0,170.0,0.0,92.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,268.0,0.0,240.0,0.0,176.0,0.0,221.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,180.0,0.0,176.0,0.0,310.0,0.0,274.0,0.0,274.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,241.0,0.0,241.0,0.0,72.0,0.0,108.0,0.0,144.0,0.0,34.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,345.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,285.0,0.0,285.0,0.0,237.0,0.0,237.0,0.0,213.0,0.0,213.0,0.0,213.0,0.0,69.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,24.0,0.0,275.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,168.0,0.0,240.0,0.0,92.0,0.0,240.0,0.0,240.0,0.0,204.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,274.0,0.0,274.0,0.0,274.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,241.0,0.0,241.0,0.0,72.0,0.0,144.0,0.0,144.0,0.0,34.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,0.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,287.0,0.0,285.0,0.0,285.0,0.0,285.0,0.0,271.0,0.0,237.0,0.0,213.0,0.0,213.0,0.0,213.0,0.0,69.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,24.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,168.0,0.0,240.0,0.0,92.0,0.0,240.0,0.0,274.0,0.0,204.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,5.0,0.0,274.0,0.0,274.0,0.0,240.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,241.0,0.0,241.0,0.0,72.0,0.0,144.0,0.0,144.0,0.0,34.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,240.0,0.0,312.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,146.0,0.0,285.0,0.0,237.0,0.0,237.0,0.0,213.0,0.0,213.0,0.0,213.0,0.0,69.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,24.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,203.0,0.0,240.0,0.0,240.0,0.0,92.0,0.0,240.0,0.0,240.0,0.0,204.0,0.0,166.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,274.0,0.0,274.0,0.0,274.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,241.0,0.0,241.0,0.0,72.0,0.0,144.0,0.0,144.0,0.0,34.0,0.0,179.0,0.0,74.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,311.0,0.0,312.0,0.0,98.0,0.0,99.0,0.0,98.0,0.0,98.0,0.0,251.0,0.0,285.0,0.0,285.0,0.0,285.0,0.0,237.0,0.0,237.0,0.0,213.0,0.0,213.0,0.0,213.0,0.0,69.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,24.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,92.0,0.0,240.0,0.0,240.0,0.0,204.0,0.0,166.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,174.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,274.0,0.0,274.0,0.0,274.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,241.0,0.0,241.0,0.0,72.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,251.0,0.0,285.0,0.0,285.0,0.0,285.0,0.0,237.0,0.0,237.0,0.0,213.0,0.0,213.0,0.0,213.0,0.0,69.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,24.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,92.0,0.0,240.0,0.0,240.0,0.0,204.0,0.0,166.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,213.0,0.0,30.0,0.0,174.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,212.0,0.0,176.0,0.0,275.0,0.0,176.0,0.0,274.0,0.0,110.0,0.0,274.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,241.0,0.0,241.0,0.0,72.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,347.0,0.0,240.0,0.0,98.0,0.0,98.0,0.0,30.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,285.0,0.0,285.0,0.0,237.0,0.0,237.0,0.0,213.0,0.0,213.0,0.0,213.0,0.0,69.0,0.0
,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,24.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,92.0,0.0,240.0,0.0,242.0,0.0,204.0,0.0,166.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,213.0,0.0,30.0,0.0,174.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,109.0,0.0,176.0,0.0,274.0,0.0,312.0,0.0,274.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,241.0,0.0,241.0,0.0,72.0,0.0,109.0,0.0,144.0,0.0,181.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,166.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,285.0,0.0,285.0,0.0,237.0,0.0,237.0,0.0,213.0,0.0,213.0,0.0,213.0,0.0,143.0,0.0
,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,24.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,241.0,0.0,240.0,0.0,92.0,0.0,240.0,0.0,240.0,0.0,204.0,0.0,166.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,213.0,0.0,30.0,0.0,174.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,109.0,0.0,176.0,0.0,274.0,0.0,274.0,0.0,274.0,0.0,76.0,0.0,0.0,0.0,345.0,0.0,241.0,0.0,241.0,0.0,241.0,0.0,72.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,270.0,0.0,312.0,0.0,312.0,0.0,98.0,0.0,63.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,285.0,0.0,285.0,0.0,237.0,0.0,237.0,0.0,213.0,0.0,213.0,0.0,213.0,0.0,69.0,0.0
,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,241.0,0.0,26.0,0.0,92.0,0.0,240.0,0.0,240.0,0.0,204.0,0.0,166.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,213.0,0.0,30.0,0.0,174.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,109.0,0.0,142.0,0.0,274.0,0.0,274.0,0.0,274.0,0.0,76.0,0.0,0.0,0.0,345.0,0.0,241.0,0.0,241.0,0.0,241.0,0.0,72.0,0.0,111.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,39.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,322.0,0.0,285.0,0.0,237.0,0.0,237.0,0.0,213.0,0.0,213.0,0.0,213.0,0.0,69.0,0.0
