1950.0,40
3975.0,41
1950.0,12
327.0,9
1950.0,20
1381.0,9
1950.0,1
1947.0,1
1419.0,9
2118.0,9
1950.0,11
1780.0,1
1950.0,12
1106.0,9
1950.0,19
1915.0,1
1904.0,1
1950.0,1
714.0,9
1950.0,16
545.0,1
516.0,1
1950.0,2
56.0,41
1950.0,3
681.0,1
1740.0,9
1950.0,1
2145.0,9
1950.0,1
221.0,9
1950.0,3
0.0,41
1950.0,4
1556.0,1
1950.0,2
2427.0,1
1950.0,1
2366.0,1
1950.0,4
1693.0,1
730.0,9
1950.0,1
1992.0,1
1950.0,4
2094.0,1
1950.0,2
206.0,1
1950.0,6
675.0,1
1950.0,1
1125.0,9
1950.0,5
853.0,1
1950.0,3
226.0,1
1950.0,12
1420.0,1
1950.0,8
1286.0,1
1950.0,1
1219.0,9
1950.0,4
1256.0,1
1950.0,11
2009.0,1
1950.0,1
1869.0,1
1950.0,11
1788.0,1
1950.0,4
609.0,9
1950.0,3
3689.0,9
1950.0,3
1044.0,1
1950.0,6
1795.0,1
1950.0,2
771.0,1
1950.0,3
846.0,9
1950.0,3
219.0,1
1950.0,6
0.0,9
1950.0,4
808.0,1
1487.0,1
1235.0,1
1950.0,10
1593.0,9
3013.0,1
1950.0,3
2617.0,1
1950.0,2
2737.0,1
1950.0,1
785.0,9
1950.0,5
747.0,1
1950.0,8
2020.0,9
1950.0,3
1183.0,9
1950.0,12
2021.0,1
1950.0,7
2038.0,1
2629.0,1
1950.0,8
1032.0,1
686.0,1
1950.0,2
1525.0,1
1950.0,16
69.0,1
637.0,1
1950.0,4
2057.0,1
1950.0,7
2058.0,1
373.0,1
1950.0,8
1260.0,1
1950.0,1
3.0,1
1950.0,4
2427.0,1
1950.0,5
834.0,1
1950.0,39
2582.0,1
1950.0,2
2101.0,1
1950.0,26
1659.0,1
1950.0,13
991.0,1
1950.0,5
1353.0,1
1950.0,2
63.0,1
1950.0,8
1678.0,1
543.0,1
1950.0,1
898.0,1
1950.0,4
2022.0,1
1950.0,9
2448.0,1
1950.0,2
1973.0,1
1950.0,2
245.0,1
1950.0,2
2163.0,1
1950.0,4
1861.0,1
1950.0,1
2343.0,1
1950.0,14
1081.0,1
1950.0,2
1818.0,1
1950.0,3
2063.0,1
1950.0,10
1330.0,1
1950.0,1
2217.0,1
1950.0,3
1543.0,1
2278.0,1
1950.0,5
2301.0,1
225.0,1
1950.0,9
305.0,1
1950.0,5
367.0,1
1950.0,5
2652.0,1
1950.0,1
1634.0,1
1950.0,7
2231.0,1
1950.0,5
2035.0,1
1950.0,5
1362.0,1
1950.0,5
1028.0,1
1950.0,26
2325.0,1
1950.0,4
