,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
0,368.0,20.0,368.0,276.0,368.0,55.0,368.0,550.0,368.0,164.0,368.0,20.0,368.0,200.0,368.0,142.0,368.0,178.0,368.0,55.0,368.0,55.0,368.0,550.0,368.0,550.0,368.0,550.0,368.0,368.0,368.0,979.0,368.0,164.0,368.0,164.0,368.0,164.0,368.0,164.0,368.0,200.0,368.0,0.0,368.0,71.0,368.0,368.0,368.0,5.0,368.0,0.0,368.0,5.0,368.0,5.0,368.0,795.0,368.0,710.0,368.0,20.0,368.0,10.0,368.0,10.0,368.0,368.0,368.0,682.0,368.0,682.0,368.0,368.0,368.0,184.0
1,368.0,20.0,368.0,276.0,368.0,55.0,368.0,550.0,368.0,164.0,368.0,20.0,368.0,200.0,368.0,142.0,368.0,142.0,368.0,55.0,368.0,50.0,368.0,550.0,368.0,550.0,368.0,550.0,368.0,368.0,368.0,979.0,368.0,518.0,368.0,164.0,368.0,164.0,368.0,164.0,368.0,200.0,368.0,71.0,368.0,71.0,368.0,92.0,368.0,5.0,368.0,184.0,368.0,5.0,368.0,5.0,368.0,1065.0,368.0,736.0,368.0,20.0,368.0,10.0,368.0,10.0,368.0,368.0,368.0,682.0,368.0,0.0,368.0,368.0,368.0,368.0
2,368.0,20.0,368.0,276.0,368.0,55.0,368.0,550.0,368.0,164.0,368.0,20.0,368.0,200.0,368.0,142.0,368.0,142.0,368.0,55.0,368.0,55.0,368.0,550.0,368.0,550.0,368.0,550.0,368.0,368.0,368.0,979.0,368.0,164.0,368.0,164.0,368.0,164.0,368.0,116.0,368.0,200.0,368.0,71.0,368.0,71.0,368.0,736.0,368.0,5.0,368.0,78.0,368.0,1001.0,368.0,5.0,368.0,1065.0,368.0,710.0,368.0,444.0,368.0,10.0,368.0,10.0,368.0,92.0,368.0,682.0,368.0,0.0,368.0,276.0,368.0,368.0
3,368.0,20.0,368.0,276.0,368.0,55.0,368.0,550.0,368.0,164.0,368.0,356.0,368.0,200.0,368.0,142.0,368.0,142.0,368.0,55.0,368.0,55.0,368.0,550.0,368.0,550.0,368.0,550.0,368.0,368.0,368.0,979.0,368.0,164.0,368.0,164.0,368.0,164.0,368.0,164.0,368.0,200.0,368.0,71.0,368.0,71.0,368.0,92.0,368.0,5.0,368.0,5.0,368.0,50.0,368.0,0.0,368.0,781.0,368.0,710.0,368.0,276.0,368.0,10.0,368.0,10.0,368.0,368.0,368.0,682.0,368.0,0.0,368.0,276.0,368.0,368.0
4,368.0,20.0,368.0,276.0,368.0,55.0,368.0,550.0,368.0,164.0,368.0,20.0,368.0,200.0,368.0,142.0,368.0,142.0,368.0,55.0,368.0,55.0,368.0,550.0,368.0,550.0,368.0,550.0,368.0,368.0,368.0,979.0,368.0,164.0,368.0,164.0,368.0,164.0,368.0,164.0,368.0,200.0,368.0,71.0,368.0,71.0,368.0,178.0,368.0,15.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,994.0,368.0,267.0,368.0,272.0,368.0,10.0,368.0,10.0,368.0,368.0,368.0,682.0,368.0,136.0,368.0,184.0,368.0,552.0
5,368.0,20.0,368.0,276.0,368.0,55.0,368.0,550.0,368.0,164.0,368.0,20.0,368.0,200.0,368.0,142.0,368.0,142.0,368.0,55.0,368.0,65.0,368.0,550.0,368.0,500.0,368.0,550.0,368.0,828.0,368.0,92.0,368.0,0.0,368.0,164.0,368.0,164.0,368.0,164.0,368.0,200.0,368.0,71.0,368.0,460.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,60.0,368.0,5.0,368.0,781.0,368.0,710.0,368.0,20.0,368.0,10.0,368.0,10.0,368.0,368.0,368.0,682.0,368.0,682.0,368.0,368.0,368.0,368.0
6,368.0,20.0,368.0,276.0,368.0,55.0,368.0,550.0,368.0,164.0,368.0,20.0,368.0,200.0,368.0,142.0,368.0,142.0,368.0,55.0,368.0,55.0,368.0,550.0,368.0,550.0,368.0,550.0,368.0,368.0,368.0,979.0,368.0,164.0,368.0,184.0,368.0,0.0,368.0,164.0,368.0,200.0,368.0,71.0,368.0,368.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,1065.0,368.0,710.0,368.0,20.0,368.0,10.0,368.0,10.0,368.0,368.0,368.0,682.0,368.0,148.0,368.0,368.0,368.0,0.0
7,368.0,20.0,368.0,276.0,368.0,55.0,368.0,550.0,368.0,164.0,368.0,20.0,368.0,200.0,368.0,142.0,368.0,142.0,368.0,55.0,368.0,55.0,368.0,550.0,368.0,550.0,368.0,550.0,368.0,368.0,368.0,368.0,368.0,164.0,368.0,164.0,368.0,0.0,368.0,164.0,368.0,350.0,368.0,71.0,368.0,368.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,639.0,368.0,497.0,368.0,20.0,368.0,130.0,368.0,10.0,368.0,368.0,368.0,248.0,368.0,0.0,368.0,368.0,368.0,368.0
8,368.0,20.0,368.0,276.0,368.0,20.0,368.0,20.0,368.0,368.0,368.0,20.0,368.0,20.0,368.0,142.0,368.0,142.0,368.0,55.0,368.0,55.0,368.0,550.0,368.0,550.0,368.0,550.0,368.0,368.0,368.0,979.0,368.0,164.0,368.0,164.0,368.0,164.0,368.0,106.0,368.0,200.0,368.0,71.0,368.0,368.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,710.0,368.0,184.0,368.0,15.0,368.0,10.0,368.0,10.0,368.0,368.0,368.0,682.0,368.0,682.0,368.0,368.0,368.0,368.0
9,368.0,20.0,368.0,276.0,368.0,20.0,368.0,20.0,368.0,20.0,368.0,20.0,368.0,20.0,368.0,142.0,368.0,142.0,368.0,55.0,368.0,55.0,368.0,550.0,368.0,550.0,368.0,550.0,368.0,368.0,368.0,979.0,368.0,164.0,368.0,164.0,368.0,176.0,368.0,200.0,368.0,200.0,368.0,71.0,368.0,368.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,1065.0,368.0,368.0,368.0,20.0,368.0,0.0,368.0,10.0,368.0,368.0,368.0,682.0,368.0,682.0,368.0,368.0,368.0,92.0
10,368.0,20.0,368.0,276.0,368.0,20.0,368.0,20.0,368.0,20.0,368.0,20.0,368.0,20.0,368.0,142.0,368.0,142.0,368.0,55.0,368.0,55.0,368.0,550.0,368.0,550.0,368.0,550.0,368.0,368.0,368.0,979.0,368.0,164.0,368.0,164.0,368.0,164.0,368.0,200.0,368.0,200.0,368.0,71.0,368.0,368.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,5.0,368.0,1065.0,368.0,368.0,368.0,20.0,368.0,10.0,368.0,10.0,368.0,368.0,368.0,682.0,368.0,682.0,368.0,368.0,368.0,184.0
