0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,342.0,240.0,343.0,342.0,342.0,344.0,342.0,342.0,314.0,342.0,342.0,27.0,342.0,307.0,307.0,307.0,253.0,18.0,111.0,307.0,307.0,167.0,307.0,307.0,0.0,240.0,38.0,38.0,4.0,38.0,69.0,38.0,38.0,38.0,38.0,184.0,38.0,38.0,38.0,127.0,92.0,92.0,143.0,143.0,143.0,66.0,66.0,66.0,235.0,235.0,235.0,132.0,132.0,132.0,132.0,132.0,107.0,107.0,69.0,107.0,107.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,342.0,240.0,343.0,342.0,342.0,344.0,342.0,342.0,314.0,342.0,342.0,27.0,342.0,307.0,307.0,108.0,253.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,0.0,0.0,38.0,105.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,184.0,38.0,38.0,38.0,127.0,92.0,92.0,143.0,143.0,143.0,66.0,66.0,66.0,235.0,235.0,205.0,132.0,132.0,132.0,166.0,132.0,105.0,107.0,69.0,107.0,110.0,0.0,0.0
2,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,342.0,240.0,308.0,342.0,342.0,344.0,342.0,342.0,314.0,342.0,342.0,27.0,342.0,307.0,307.0,307.0,253.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,0.0,0.0,147.0,105.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,184.0,38.0,38.0,38.0,127.0,92.0,92.0,143.0,143.0,143.0,66.0,66.0,66.0,235.0,235.0,235.0,132.0,132.0,132.0,132.0,132.0,107.0,107.0,69.0,107.0,146.0,0.0,0.0
3,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,240.0,342.0,342.0,342.0,344.0,342.0,342.0,342.0,342.0,342.0,27.0,342.0,307.0,307.0,342.0,253.0,307.0,307.0,304.0,307.0,307.0,198.0,307.0,0.0,0.0,147.0,105.0,38.0,212.0,38.0,38.0,38.0,38.0,38.0,184.0,38.0,38.0,38.0,127.0,92.0,92.0,143.0,143.0,143.0,66.0,66.0,66.0,235.0,235.0,235.0,132.0,132.0,132.0,201.0,132.0,107.0,107.0,69.0,107.0,107.0,0.0,0.0
4,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,240.0,342.0,342.0,342.0,344.0,97.0,342.0,342.0,342.0,342.0,27.0,342.0,307.0,307.0,307.0,253.0,341.0,307.0,307.0,307.0,307.0,307.0,307.0,0.0,0.0,147.0,105.0,38.0,38.0,38.0,74.0,38.0,38.0,38.0,272.0,38.0,38.0,38.0,127.0,92.0,92.0,143.0,147.0,143.0,66.0,66.0,66.0,235.0,235.0,235.0,132.0,132.0,132.0,132.0,132.0,107.0,107.0,69.0,107.0,107.0,0.0,0.0
5,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,240.0,342.0,342.0,342.0,344.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,307.0,307.0,307.0,253.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,0.0,0.0,147.0,105.0,38.0,38.0,38.0,38.0,110.0,38.0,38.0,184.0,38.0,38.0,38.0,127.0,92.0,92.0,143.0,143.0,143.0,66.0,66.0,66.0,235.0,235.0,235.0,132.0,132.0,132.0,132.0,132.0,107.0,107.0,107.0,107.0,107.0,0.0,0.0
6,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,240.0,342.0,342.0,342.0,344.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,307.0,307.0,307.0,253.0,307.0,307.0,307.0,344.0,307.0,307.0,307.0,0.0,0.0,147.0,105.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,184.0,38.0,72.0,38.0,127.0,92.0,92.0,143.0,66.0,143.0,66.0,32.0,66.0,235.0,235.0,235.0,132.0,132.0,132.0,132.0,132.0,73.0,107.0,107.0,107.0,107.0,0.0,0.0
7,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,240.0,342.0,342.0,342.0,344.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,307.0,307.0,307.0,253.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,0.0,0.0,147.0,105.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,184.0,38.0,38.0,38.0,127.0,92.0,92.0,143.0,109.0,143.0,66.0,66.0,66.0,235.0,235.0,235.0,132.0,129.0,273.0,132.0,132.0,107.0,107.0,107.0,104.0,107.0,0.0,0.0
8,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,240.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,307.0,307.0,248.0,307.0,307.0,307.0,307.0,308.0,307.0,307.0,307.0,0.0,0.0,147.0,105.0,38.0,38.0,38.0,36.0,38.0,38.0,38.0,184.0,38.0,38.0,38.0,127.0,92.0,92.0,143.0,143.0,143.0,28.0,74.0,66.0,235.0,235.0,235.0,132.0,132.0,132.0,132.0,132.0,107.0,107.0,107.0,107.0,107.0,0.0,0.0
9,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,240.0,342.0,342.0,342.0,342.0,132.0,342.0,342.0,342.0,342.0,342.0,343.0,307.0,307.0,248.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,0.0,0.0,147.0,105.0,38.0,38.0,38.0,38.0,38.0,42.0,38.0,184.0,38.0,38.0,38.0,127.0,92.0,92.0,143.0,143.0,143.0,66.0,74.0,66.0,68.0,235.0,235.0,132.0,132.0,132.0,132.0,0.0,107.0,107.0,107.0,107.0,107.0,0.0,0.0
